综	199971
罗	199102
纳	198493
闻	198220
著	197817
突	197627
付	197445
税	197261
皮	197173
诉	196853
停	196699
否	196314
额	195997
苦	195815
卫	195671
爸	195631
答	194690
休	193969
执	193044
拿	190665
坐	189775
夜	189448
背	189362
席	189124
密	189037
亮	188303
差	187776
卖	187691
佳	187482
顾	186933
控	186816
叫	186210
鲜	185684
换	185654
征	185061
略	184089
荣	183155
赏	182643
衣	182526
申	181841
谈	181825
继	181775
短	181697
吸	181696
港	180830
阿	180433
脑	180049
拥	179845
乘	179452
降	178495
股	177962
死	177951
圈	177950
压	177928
穿	177637
测	177521
亿	177211
幸	177113
伤	177112
夫	176896
减	176755
括	176352
雪	176207
盛	176164
启	176064
刚	175462
害	175339
笑	175163
纸	173175
久	172632
航	172582
峰	172007
鱼	171862
追	171652
绍	170907
促	170106
泉	169160
签	168891
慢	168841
饭	168570
载	168527
熟	166580
牛	166478
吉	166004
退	165899
雅	165536
尚	165355
朝	165237
哈	164901
虽	164445
困	164078
聚	164058
频	163670
货	163598
津	163582
甚	163467
破	163380
努	162991
序	162765
蓝	162668
杨	162102
端	162042
似	161290
异	160665
汇	160572
励	159722
哦	159591
句	158229
唱	158101
若	157949
胜	157756
阶	156825
订	156570
怀	156440
洲	156409
谷	155845
野	155806
宿	155660
派	155149
词	154900
波	154890
探	154327
令	154225
琴	153638
予	153445
蒙	153235
龄	152884
湾	152684
占	152549
漫	152225
毛	151928
宜	151527
鼓	151525
邮	151516
饮	151354
婚	151023
附	150695
竞	149776
秘	149727
庄	149472
障	149214
沟	148879
块	148505
啊	148449
齐	148421
汽	148183
折	147700
顶	147653
丝	147363
守	147004
扬	146917
归	146728
述	146432
束	144617
诚	144540
乎	144481
墨	144450
驾	144438
缺	143379
遗	143026
粉	142550
跑	142019
描	141462
盘	141422
洗	141206
脚	141080
洋	140802
献	140729
宗	140718
析	140272
贴	140104
幅	139135
浪	139072
泰	138930
贫	138522
荐	138476
辑	137295
移	136705
挥	136643
叶	136483
惊	136164
威	136102
饰	135992
掌	135358
呼	135165
托	135090
急	135053
靠	134798
讯	134741
宫	134531
尼	134469
途	134411
散	133799
寻	133604
啦	133511
杂	132711
伙	132685
唐	132491
延	131982
谁	131940
昌	131758
操	131034
握	130921
轮	130470
嘉	130276
救	130108
灯	129963
访	129359
借	128676
幕	128671
姓	127874
珠	127148
烈	126832
拳	126657
抓	126476
厚	126373
盖	126154
贝	126071
尊	125853
暖	125849
植	125275
冰	125216
敬	125108
惯	125090
圣	124662
鸡	123981
赞	123977
软	123669
稳	123471
违	123439
吴	123404
既	123304
逐	123301
怕	122624
圆	122427
冲	122422
喝	122301
扫	122276
钢	121955
宾	121644
践	121306
欣	121055
卷	120808
针	120760
秋	120584
韩	120540
透	119224
私	119106
懂	118275
冷	117590
渐	117545
梅	117506
寺	117458
斗	117369
誉	117333
仪	117103
净	117051
凡	116863
染	116671
释	116395
奶	116338
丹	116061
欧	115952
巧	115880
慧	115846
键	115589
纯	115263
倒	115024
邀	114767
痛	114766
箱	114547
伟	114520
跳	114472
睡	114417
累	114268
妇	113462
醒	113334
符	113209
患	113207
详	113071
俗	112858
露	112791
疑	112692
恩	112497
篇	112404
赠	112302
辆	111855
盟	111662
巨	111518
闲	111414
返	111382
陆	111136
忆	110990
脱	110928
毒	110765
概	110755
避	110637
厂	110467
纷	110159
床	109965
旗	109876
讨	109315
屋	109155
杯	109141
哥	109109
籍	109099
蛋	108811
稿	108783
船	108742
库	108691
烟	108322
侧	108095
距	107972
徐	107868
遍	107821
颜	107798
鲁	107569
骨	107417
扶	107284
抗	106956
疆	106954
奏	106927
宽	106511
册	106401
翻	105658
忘	105513
爆	105480
督	105050
旧	104955
误	104669
唯	104558
奥	104505
判	104342
租	104341
浙	104245
零	104034
鸟	103792
仍	103616
胡	103565
潮	103488
姐	103078
雕	103011
祝	102925
赶	102788
固	102646
洞	102620
塔	102396
森	101890
挑	101782
雄	101602
宋	101586
沉	101531
陶	101433
豆	101384
祖	101379
兵	101090
烧	100924
末	100916
珍	100811
陪	100667
沿	100595
疾	100326
冬	100275
尤	100178
丁	99864
豪	99586
触	99421
润	99352
勇	99232
甘	99129
迷	98842
填	98736
桃	98530
孙	98382
乌	98196
封	98056
麻	97782
涉	97592
掉	97316
脸	96929
敢	96719
虚	96481
洁	96307
虑	96260
映	96210
皇	96158
危	95909
架	95855
搭	95830
溪	95517
肯	95409
输	95382
厦	95249
奋	95230
抱	95199
抽	94784
症	94179
损	94174
赵	94037
塑	93687
递	93658
岸	93645
默	93362
君	93028
驶	92763
冠	92720
添	92673
币	92504
圳	92271
淡	92037
晓	91771
挂	91758
弃	91746
繁	91570
迹	91534
抵	91309
汤	91309
浓	91306
弟	91290
郑	91171
薪	90821
镜	89965
乱	89866
梁	89851
忙	89732
档	89704
帝	89563
羊	89512
寒	89365
硬	89285
谓	89251
滨	89094
犯	89090
竟	88881
缴	88777
账	88742
铺	88277
勤	88111
墙	87977
呈	87933
潜	87788
悉	87739
截	87344
拔	87316
肥	86827
禁	86820
尝	86522
牙	86488
措	86264
旁	85650
楚	85285
舒	85223
贸	84998
炼	84869
兼	84794
徽	84719
仙	84434
殊	84433
绕	84238
辅	84190
迪	84068
凤	83733
雷	83696
抢	83653
酸	82434
瑞	82321
舍	82222
窗	82074
池	81909
朱	81485
罪	81483
锅	81369
滑	81352
搜	81317
朗	81023
攻	81010
晨	80904
耳	80901
拼	80768
竹	80581
坏	80424
糖	80320
鉴	80287
腾	80124
跆	80044
敏	79899
贷	79897
摩	79895
峡	79811
败	79722
辛	79677
缘	79659
泽	79568
伦	79145
甲	78905
萨	78872
杭	78731
陕	78724
湿	78629
妙	78349
昆	77956
隐	77931
绪	77904
紫	77817
隆	77807
坛	77791
拓	77762
扎	77626
苗	77385
刺	77367
凭	77339
跨	77302
仁	77195
妹	76860
扩	76834
弱	76764
辉	76722
杀	76674
瓷	76660
召	76565
暴	76508
壁	76429
震	76327
壮	75969
刷	75959
洛	75708
坡	75628
伊	75545
欲	75532
诺	75454
筹	75375
杰	75092
莫	75049
贯	75011
畅	74920
董	74874
鞋	74825
甜	74488
腿	74428
沈	74410
娘	74265
貌	74050
弹	74025
俱	73873
尺	73596
阴	73498
残	73417
射	73336
泡	73297
拟	72840
链	72798
页	72771
衡	72695
聊	72241
爷	72034
耐	71991
悦	71962
伍	71929
宇	71909
凉	71831
馨	71812
岩	71716
柔	71587
寿	71503
晋	71489
桂	71121
横	71096
携	71033
刊	70858
寨	70726
涨	70429
肃	70131
锦	69994
闭	69989
恶	69986
偏	69834
缓	69720
彻	69498
肤	69444
涵	69300
阵	68866
岭	68700
贡	68648
拜	68508
顿	68477
瑜	68310
滩	68053
径	68043
忠	68043
摆	68027
坊	67823
券	67786
焦	67742
韵	67488
桌	67399
赢	67254
亦	67181
虎	67057
瓶	67009
倍	66890
娱	66822
骗	66719
廊	66657
氛	66470
宏	66291
狂	66237
妻	65899
仿	65894
尖	65890
寸	65746
姿	65450
扣	65348
估	65208
泛	65073
孔	65057
迅	64678
磨	64669
踏	64615
陵	64523
旦	64376
诸	64368
秦	64351
辽	64341
祥	64310
伽	64253
暗	64237
液	64216
幻	63944
盐	63744
迁	63646
恒	63451
遵	63242
恐	63186
跃	63069
奉	63002
倾	62982
澳	62972
肌	62937
漂	62851
徒	62838
浮	62805
奔	62723
捐	62715
尾	62539
滴	62489
柳	62256
氏	62129
诊	61948
泥	61942
赴	61805
麦	61721
铜	61715
硕	61676
慈	61640
烤	61403
驻	61251
戴	61116
玛	61097
郭	60590
纹	60460
悟	60118
辈	60050
混	59973
毫	59957
污	59755
魅	59703
杜	59530
悠	59433
刀	59430
赚	59398
婆	59285
亡	59169
灾	59146
闹	59144
咖	59066
侵	59018
恋	58947
辣	58922
洪	58737
颁	58712
裁	58558
庙	58342
烦	58324
梯	58313
搞	58140
怪	58010
偶	57907
伯	57804
脉	57553
覆	57317
锋	57030
猪	56930
榜	56847
腐	56546
崇	56519
涂	56505
悲	56444
艳	56269
宅	56199
罚	56185
摇	55908
署	55800
锻	55769
荷	55767
炎	55640
骑	55633
隔	55628
矿	55541
伸	55529
谐	55223
嘴	55043
井	55004
巡	54829
朵	54557
栏	54476
瓜	54304
莲	54300
莱	54265
冒	54187
塞	54165
睛	54074
脏	54058
屏	53886
乏	53885
劲	53880
循	53872
锁	53799
穷	53673
渠	53575
芳	53511
胸	53417
孤	53317
浩	53176
储	52884
颗	52828
哭	52737
缩	52356
腰	52334
燕	52207
魔	51992
趋	51951
碧	51875
淘	51855
忽	51827
捷	51824
妆	51755
暂	51662
凝	51502
朴	51470
仔	51449
郁	51350
宴	51067
薄	51025
旨	51006
拒	50832
寄	50786
忍	50766
鸣	50763
疫	50731
凯	50694
阔	50617
姑	50576
燃	50568
瓦	50509
振	50337
虫	50313
俄	49965
秒	49902
胆	49879
猫	49644
恰	49499
惜	49442
黎	49419
蜜	49399
碑	49312
剂	49258
翠	49196
暑	49137
插	49108
卓	49095
堡	48995
勒	48979
醉	48683
棒	48665
刑	48610
灰	48609
狗	48495
萌	48419
摘	48133
仰	48076
兄	47940
魂	47917
偿	47733
幽	47721
弄	47504
替	47272
肠	47143
牧	47092
辞	47083
塘	47038
曼	46996
乳	46853
昨	46803
虾	46696
汗	46601
袋	46576
厨	46557
啡	46329
枝	46137
娃	46123
癌	46107
械	46105
遭	46067
吹	46016
碰	46014
旋	45984
哲	45897
坦	45880
犹	45876
弘	45800
碗	45763
愉	45635
旺	45564
浦	45406
忧	45360
乃	45115
贤	45046
吐	45023
熊	44985
亭	44972
番	44928
魏	44860
闪	44842
泪	44708
译	44655
皆	44519
胞	44504
胃	44220
援	44169
晒	44143
逃	44049
烂	43969
篮	43931
呀	43875
诞	43869
湘	43755
孕	43717
艰	43635
偷	43499
腹	43481
迫	43473
苑	43276
赖	43224
猴	43047
嫌	43017
巷	43006
炒	42993
肚	42903
浅	42881
挺	42784
彼	42772
剩	42735
绵	42698
撑	42676
粗	42613
胎	42556
牵	42500
亩	42474
募	42470
虹	42313
谊	42307
脂	42296
孝	42288
剑	42253
茂	42204
斤	42177
晶	42175
飘	42126
艾	42087
渡	42053
酷	42042
谱	42007
邻	41957
纵	41776
拨	41716
桑	41671
纠	41652
赋	41642
凌	41633
摸	41560
菲	41376
雾	41348
贺	41340
尘	41328
废	41319
卧	41274
扰	41265
霞	41059
挖	40954
滋	40941
耀	40939
灭	40935
肩	40934
饱	40790
煌	40675
荡	40648
倡	40438
纽	40429
揭	40408
蕾	40337
狮	40335
锡	40331
怨	40238
菌	40219
涛	40189
伏	40154
俊	40067
剪	39887
逼	39869
瀑	39850
聪	39808
爽	39788
曹	39775
诵	39764
瞬	39752
眠	39707
浴	39661
禅	39613
泳	39484
赔	39379
寓	39328
尿	39286
阻	39284
璃	39278
潭	39248
债	39199
粮	39109
饼	38979
遥	38915
婴	38868
廉	38850
谋	38811
陷	38761
帅	38760
肝	38722
堵	38673
迈	38544
谨	38516
暨	38473
拖	38467
樱	38394
盈	38393
惑	38383
堆	38365
滚	38338
疯	38313
漠	38307
恢	38224
肖	38139
弯	37981
柱	37772
炸	37716
糕	37697
氧	37665
碎	37513
栋	37511
胶	37440
鸿	37406
逸	37398
煮	37394
碍	37381
玻	37354
汁	37197
鬼	37126
驱	37105
鼻	37095
叹	37089
敦	36866
串	36860
仓	36846
蔬	36772
杆	36769
煤	36763
轨	36745
苍	36717
岳	36717
殿	36676
苹	36672
撞	36592
渔	36496
柜	36419
牢	36366
彰	36330
疼	36235
芝	36229
凰	36225
娜	36153
丢	36082
盆	36078
晰	35974
翔	35900
祭	35870
邦	35815
悬	35771
姜	35731
赤	35651
眉	35554
芭	35431
鹿	35401
允	35389
擦	35223
叔	35180
垂	35172
怒	35124
疏	35083
稍	35074
迟	35048
夺	34872
愈	34830
跌	34827
搬	34753
垃	34724
圾	34703
砖	34677
爬	34602
霸	34464
姆	34408
棋	34379
掘	34359
筝	34323
稀	34307
鹏	34281
斑	34240
喷	34231
丈	34184
袭	34169
腔	34164
孟	34080
膜	34078
舟	34056
咱	33925
盾	33779
挤	33710
葡	33574
殖	33564
啥	33537
墓	33521
鼎	33489
耗	33307
钻	33278
擅	33092
疲	32986
慎	32829
肿	32786
喊	32736
淮	32692
逆	32663
斜	32607
锐	32563
泊	32476
邓	32463
瘦	32455
裤	32425
肺	32254
傅	32205
耕	32196
萄	32181
盒	32153
帖	32117
履	32114
佩	32097
巾	31976
洒	31937
淀	31921
叉	31851
蒸	31847
炉	31771
勿	31685
盗	31645
乔	31642
卢	31601
抚	31571
羽	31550
勃	31447
叠	31419
阁	31397
御	31338
辖	31318
屈	31246
猛	31245
渴	31182
裂	31161
酱	31142
篆	31131
毅	31086
坪	31058
蔡	31015
诱	30950
馈	30870
瑰	30826
厘	30766
柏	30691
匠	30658
绣	30623
轩	30604
彭	30536
壶	30441
拆	30368
逛	30348
慕	30305
傲	30290
慰	30277
陌	30230
夕	30151
颖	30085
辩	30017
糊	29900
铭	29844
漏	29781
咸	29772
弥	29703
椅	29680
鸭	29636
撒	29600
戒	29576
涌	29566
胖	29553
泼	29498
嘛	29494
荒	29486
怡	29358
椒	29308
潘	29307
坝	29172
抑	29143
枪	29086
郎	29054
嫩	29053
淋	28922
芦	28881
奈	28857
脾	28847
牡	28836
堪	28818
冯	28803
葱	28782
逻	28691
悄	28667
腻	28656
蕴	28656
茫	28641
莆	28584
敌	28501
逢	28499
呵	28479
攀	28380
猜	28296
契	28173
沃	28034
矛	28008
鹤	27973
棉	27942
酬	27908
汪	27867
扇	27858
踪	27768
框	27747
忌	27721
颇	27721
鑫	27598
姻	27514
梨	27511
搏	27415
衰	27368
纲	27307
妥	27305
帽	27286
芬	27172
爵	27159
颈	27150
夹	27091
丘	27047
吕	26929
哟	26922
驰	26886
埃	26872
涯	26864
沧	26825
恼	26793
玲	26770
萍	26767
漆	26765
挡	26751
厉	26524
辰	26442
豫	26438
脆	26421
捕	26382
割	26354
鹅	26339
役	26317
晴	26162
腊	26116
蒋	26110
恨	26097
昂	26096
辨	26084
摊	26084
丛	26080
悔	26069
玫	26058
扮	26024
崖	25979
呆	25870
坑	25774
浸	25736
袁	25728
莉	25630
盲	25623
肾	25521
耍	25488
吊	25480
粒	25479
侯	25455
袖	25446
帆	25416
帐	25411
旬	25338
翼	25295
霍	25260
吾	25243
抹	25234
臂	25228
毁	25158
溢	25112
兑	25095
缝	24980
芽	24980
狼	24953
侨	24950
匹	24935
伪	24830
蜂	24764
懒	24731
唤	24668
冻	24618
儒	24618
奢	24613
轴	24598
仲	24479
厌	24438
灿	24370
骄	24275
兽	24262
姚	24126
贾	24126
泄	24116
瘤	24104
乙	24084
吨	24082
贪	24068
郊	24064
夸	24045
窝	24016
痕	23956
莎	23950
骂	23885
浑	23863
衷	23860
绸	23845
纱	23832
鹰	23809
萝	23769
诈	23674
芒	23636
喀	23598
勾	23538
惧	23503
寂	23490
筋	23485
琳	23406
抛	23385
靖	23380
燥	23370
渝	23293
卜	23290
砂	23264
弦	23258
斌	23212
鼠	23170
删	23166
蓄	23073
逝	23007
蒂	22988
蝶	22966
拾	22891
秩	22836
匀	22832
窑	22822
矩	22806
埋	22790
莞	22787
撼	22762
抬	22742
丨	22709
柴	22677
秉	22660
熙	22653
桶	22634
裕	22630
押	22603
灌	22559
愁	22537
齿	22530
骤	22497
裙	22488
斋	22472
荆	22446
兔	22316
壳	22316
粘	22312
钓	22296
谅	22201
螺	22167
隶	22142
蓬	22098
舌	22064
炮	22060
亏	22054
赫	22003
翰	21997
菩	21976
栈	21854
翁	21822
婷	21781
丧	21779
躁	21745
僧	21726
莹	21725
披	21716
催	21688
昭	21678
乾	21659
挣	21638
嫁	21605
伐	21591
曰	21586
棚	21584
庞	21559
玄	21516
喻	21436
墅	21419
俩	21394
劣	21366
臣	21320
垫	21310
甸	21285
叙	21285
肢	21244
啤	21214
绳	21204
妨	21187
盼	21177
扑	21151
杏	21147
琼	21136
穆	21122
枣	21089
宵	21075
衔	21067
匆	21020
纤	20995
笼	20908
湛	20903
谦	20876
丑	20791
猎	20780
稻	20763
洱	20716
蛇	20711
枯	20703
敲	20665
憾	20558
娇	20554
桐	20520
雀	20481
炫	20457
欠	20429
绎	20369
祈	20344
恭	20329
罐	20276
廷	20267
畔	20193
旭	20188
熬	20185
伞	20184
衬	20101
沪	19988
枚	19974
罢	19937
箭	19886
囊	19865
穴	19790
欺	19745
扭	19644
黔	19643
腺	19559
畏	19554
柯	19535
韧	19528
劝	19513
溶	19501
梳	19474
霜	19404
翡	19401
陀	19390
株	19375
碳	19367
蓉	19345
绽	19338
鄂	19247
楷	19215
宠	19210
惩	19195
撰	19168
挫	19161
葛	19112
喂	19097
耶	19049
咬	19043
膏	18899
崔	18897
舰	18897
瑶	18835
粹	18790
傻	18779
碌	18754
吓	18705
萧	18704
棵	18702
抄	18633
孜	18631
撤	18619
颠	18562
粤	18552
姨	18470
纺	18454
踢	18423
炭	18423
冈	18411
躺	18381
菊	18377
珊	18289
闽	18250
谣	18236
粥	18230
膀	18203
肪	18193
雁	18176
赣	18090
脊	18082
夷	18062
磁	18054
拌	18032
辟	18031
函	18010
坤	18007
弗	17998
捧	17996
沂	17909
戈	17902
愤	17897
昏	17888
晕	17849
遮	17844
吵	17829
饶	17822
遂	17807
饿	17779
浆	17771
泌	17769
掩	17724
茅	17716
莓	17707
蜀	17697
戳	17681
闯	17663
膝	17607
铅	17603
屯	17566
筒	17511
藤	17505
赁	17503
庸	17503
汕	17501
拘	17457
卉	17436
帕	17418
鸦	17402
曝	17371
讼	17358
屿	17354
醇	17320
侣	17317
颂	17308
踩	17280
媚	17247
阜	17212
窟	17206
哀	17200
趁	17194
翅	17183
槽	17176
彦	17117
扔	16983
梵	16952
宙	16951
衍	16945
躲	16935
睿	16932
舆	16877
茄	16857
刮	16838
奠	16824
闷	16780
蟹	16777
哒	16648
邪	16646
渭	16646
逊	16643
漓	16608
罕	16523
蒜	16517
捉	16507
狠	16497
斥	16494
榆	16488
狱	16469
惨	16453
枫	16391
祸	16383
煎	16370
澜	16366
巢	16336
蜡	16319
琪	16317
侠	16300
壤	16287
羞	16262
羡	16232
铃	16216
厕	16166
刹	16164
巩	16148
峻	16137
艇	16070
臭	16059
誓	16028
酿	16004
摔	15931
杉	15918
懈	15896
驴	15850
卑	15819
轰	15817
摹	15811
拐	15809
慨	15769
阐	15580
梭	15560
襄	15549
谭	15526
渗	15416
吟	15404
绑	15328
葬	15317
侦	15311
喧	15266
邵	15246
聆	15225
砸	15213
缠	15175
庐	15163
蒲	15162
浏	15135
逾	15130
髓	15127
渊	15094
贩	15085
唇	15077
枢	15059
慌	15024
俯	15019
戚	15004
冀	14997
薇	14989
洽	14968
钦	14954
匙	14934
孵	14930
裸	14889
捡	14884
裹	14873
钮	14824
磅	14773
痴	14742
缅	14722
窄	14709
铸	14693
兆	14677
嗨	14674
肇	14612
竭	14610
